epoch,kl_loss,loss,reconstruction_loss
0,16.33485221862793,14550.27734375,14533.9482421875
1,59.769256591796875,13604.0107421875,13544.251953125
2,91.27096557617188,12791.771484375,12700.5029296875
3,101.38689422607422,12457.765625,12356.3759765625
4,107.87300109863281,12163.6201171875,12055.7548828125
5,113.00176239013672,11906.978515625,11793.9765625
6,116.88174438476562,11725.0927734375,11608.2041015625
7,119.85212707519531,11574.234375,11454.380859375
8,123.83309936523438,11442.0517578125,11318.220703125
9,127.1250228881836,11275.4482421875,11148.3232421875
10,130.48876953125,11078.67578125,10948.1943359375
11,133.15670776367188,10890.68359375,10757.529296875
12,135.28305053710938,10741.716796875,10606.4384765625
13,136.78329467773438,10634.3046875,10497.5185546875
14,138.1325225830078,10543.833984375,10405.7021484375
15,139.1521453857422,10465.453125,10326.298828125
16,139.8887939453125,10402.07421875,10262.181640625
17,140.6810302734375,10324.0888671875,10183.4091796875
18,141.7725830078125,10238.96484375,10097.1982421875
19,142.76519775390625,10169.486328125,10026.71875
20,143.20240783691406,10102.8916015625,9959.6904296875
21,144.09259033203125,10046.2958984375,9902.2001953125
22,144.73500061035156,9994.8427734375,9850.111328125
23,145.55520629882812,9945.84375,9800.2822265625
24,145.9452667236328,9909.7509765625,9763.8115234375
25,146.33900451660156,9881.8603515625,9735.515625
26,146.9036865234375,9830.49609375,9683.5966796875
27,147.28616333007812,9821.6689453125,9674.3798828125
28,147.89439392089844,9779.142578125,9631.25
29,148.22874450683594,9752.673828125,9604.4482421875
30,148.86476135253906,9725.6240234375,9576.7587890625
31,149.0462188720703,9710.509765625,9561.4677734375
32,149.02488708496094,9690.626953125,9541.6005859375
33,149.4023895263672,9676.8828125,9527.4794921875
34,149.787841796875,9646.919921875,9497.134765625
35,150.10853576660156,9638.025390625,9487.9208984375
36,150.4200897216797,9606.7490234375,9456.328125
37,150.80555725097656,9585.1962890625,9434.384765625
38,151.18006896972656,9567.2529296875,9416.06640625
39,151.25344848632812,9552.8740234375,9401.6142578125
40,151.47586059570312,9545.2568359375,9393.775390625
41,151.5540771484375,9521.01171875,9369.4560546875
42,151.9913330078125,9502.421875,9350.431640625
43,151.9838104248047,9487.775390625,9335.791015625
44,152.06773376464844,9488.1435546875,9336.0771484375
45,152.31378173828125,9456.0439453125,9303.720703125
46,152.572265625,9445.3720703125,9292.7958984375
47,152.7030487060547,9436.28125,9283.576171875
48,152.79718017578125,9416.130859375,9263.33203125
49,152.9586639404297,9411.5478515625,9258.5927734375
50,153.23782348632812,9385.8564453125,9232.6181640625
51,153.41339111328125,9366.205078125,9212.7919921875
52,153.55686950683594,9366.498046875,9212.9404296875
53,153.56753540039062,9355.9970703125,9202.431640625
54,153.87986755371094,9315.908203125,9162.0283203125
55,154.22549438476562,9311.2568359375,9157.0341796875
56,154.42820739746094,9301.6494140625,9147.2216796875
57,154.14028930664062,9291.1806640625,9137.0400390625
58,154.63705444335938,9260.0087890625,9105.3798828125
59,154.86224365234375,9245.5107421875,9090.6455078125
60,154.73277282714844,9250.029296875,9095.2939453125
61,155.09059143066406,9218.42578125,9063.3349609375
62,155.15402221679688,9219.5,9064.3408203125
63,155.27796936035156,9197.3134765625,9042.0400390625
64,155.30819702148438,9204.693359375,9049.3828125
65,155.42478942871094,9181.7685546875,9026.33984375
66,155.61325073242188,9170.8388671875,9015.228515625
67,155.644287109375,9173.326171875,9017.681640625
68,155.60267639160156,9164.123046875,9008.5185546875
69,155.61346435546875,9160.41015625,9004.796875
70,156.04788208007812,9124.6748046875,8968.6181640625
71,155.95770263671875,9114.6513671875,8958.693359375
72,155.93167114257812,9107.4443359375,8951.5087890625
73,156.2564697265625,9108.5830078125,8952.3212890625
74,156.2236328125,9087.9150390625,8931.6884765625
75,155.9640350341797,9093.078125,8937.1171875
76,156.0898895263672,9104.4423828125,8948.3544921875
77,156.4325714111328,9080.9150390625,8924.48828125
78,156.30816650390625,9074.6064453125,8918.298828125
79,156.45578002929688,9069.9638671875,8913.5048828125
80,156.6046600341797,9042.212890625,8885.6171875
81,156.5287628173828,9049.892578125,8893.3642578125
82,156.8536376953125,9029.5771484375,8872.724609375
83,156.84164428710938,9037.09765625,8880.25390625
84,156.58950805664062,9029.6689453125,8873.080078125
85,156.87530517578125,9017.8828125,8861.0126953125
86,156.94583129882812,9015.75,8858.7998046875
87,156.83570861816406,9012.8359375,8856.0068359375
88,156.9115447998047,8982.9140625,8826.00390625
89,157.2086639404297,8994.0087890625,8836.8037109375
90,156.83665466308594,8998.716796875,8841.884765625
91,156.8464813232422,8973.37890625,8816.533203125
92,157.09921264648438,8965.7255859375,8808.6259765625
93,157.02183532714844,8948.59765625,8791.576171875
94,156.85264587402344,8961.150390625,8804.29296875
95,157.01695251464844,8967.8310546875,8810.8134765625
96,157.07220458984375,8937.0595703125,8779.9892578125
97,157.21817016601562,8947.083984375,8789.8720703125
98,157.1624755859375,8940.68359375,8783.521484375
99,157.1436309814453,8930.34375,8773.2001953125
100,157.38218688964844,8941.412109375,8784.029296875
101,157.17523193359375,8926.923828125,8769.7412109375
102,157.23965454101562,8940.625,8783.3798828125
103,157.2032928466797,8919.4443359375,8762.2431640625
104,157.32273864746094,8906.529296875,8749.2099609375
105,157.17300415039062,8894.25390625,8737.08203125
106,157.65655517578125,8896.41796875,8738.76171875
107,157.34474182128906,8899.7490234375,8742.408203125
108,157.2992401123047,8894.666015625,8737.3662109375
109,157.2147674560547,8885.3564453125,8728.14453125
110,157.5055389404297,8895.923828125,8738.4169921875
111,157.05560302734375,8913.92578125,8756.8662109375
112,157.38148498535156,8884.61328125,8727.232421875
113,157.37278747558594,8873.73828125,8716.3681640625
114,157.52171325683594,8875.267578125,8717.7470703125
115,157.592041015625,8865.9013671875,8708.3046875
116,157.34364318847656,8866.8994140625,8709.5595703125
117,157.61798095703125,8864.8193359375,8707.205078125
118,157.1661376953125,8865.5107421875,8708.3427734375
119,157.125244140625,8856.0322265625,8698.908203125
120,157.34423828125,8854.734375,8697.3916015625
121,157.22161865234375,8840.08984375,8682.8720703125
122,157.4153289794922,8838.1669921875,8680.7548828125
123,157.48773193359375,8830.53515625,8673.0458984375
124,157.53880310058594,8824.0712890625,8666.53515625
125,157.59719848632812,8835.3828125,8677.7802734375
126,157.5243377685547,8831.5791015625,8674.0576171875
127,157.51185607910156,8820.8251953125,8663.31640625
128,157.609619140625,8816.5966796875,8658.982421875
129,157.8163299560547,8818.57421875,8660.7587890625
130,157.44041442871094,8837.1904296875,8679.7509765625
131,157.52001953125,8814.5908203125,8657.07421875
132,157.49058532714844,8823.0341796875,8665.54296875
133,157.46131896972656,8806.8212890625,8649.3603515625
134,157.6631622314453,8826.4384765625,8668.7705078125
135,157.68307495117188,8799.875,8642.19140625
136,157.5636749267578,8795.927734375,8638.3642578125
137,157.6162109375,8784.37890625,8626.7626953125
138,157.5297393798828,8818.7470703125,8661.2158203125
139,157.43275451660156,8813.177734375,8655.7451171875
140,157.59866333007812,8810.869140625,8653.271484375
141,157.5371551513672,8785.7099609375,8628.1708984375
142,157.59182739257812,8786.5244140625,8628.935546875
143,157.81153869628906,8787.599609375,8629.78515625
144,157.69268798828125,8791.58203125,8633.89453125
145,157.61895751953125,8779.107421875,8621.490234375
146,157.8462677001953,8773.634765625,8615.7900390625
147,157.7052459716797,8780.2490234375,8622.548828125
148,157.8653564453125,8777.4404296875,8619.57421875
149,157.77450561523438,8754.357421875,8596.580078125
150,157.8262939453125,8760.380859375,8602.5556640625
151,157.73251342773438,8774.9443359375,8617.2119140625
152,157.72262573242188,8752.8388671875,8595.1142578125
153,157.8283233642578,8742.3740234375,8584.5498046875
154,157.7798309326172,8751.0859375,8593.3056640625
155,157.7478485107422,8751.033203125,8593.2900390625
156,157.8632049560547,8747.9296875,8590.068359375
157,157.98223876953125,8727.73046875,8569.751953125
158,157.8001708984375,8750.326171875,8592.529296875
159,157.71485900878906,8743.666015625,8585.951171875
160,157.88885498046875,8733.720703125,8575.83203125
161,157.6942596435547,8726.4267578125,8568.732421875
162,157.95396423339844,8727.7568359375,8569.8076171875
163,157.70223999023438,8739.525390625,8581.8271484375
164,157.7470703125,8723.619140625,8565.865234375
165,157.84933471679688,8717.8115234375,8559.966796875
166,158.02850341796875,8710.0087890625,8551.974609375
167,157.87660217285156,8717.37890625,8559.5009765625
168,157.9210662841797,8708.1796875,8550.2548828125
169,157.95916748046875,8696.787109375,8538.828125
170,157.86599731445312,8721.0029296875,8563.130859375
171,158.02915954589844,8707.9033203125,8549.8740234375
172,157.96897888183594,8708.9091796875,8550.9326171875
173,158.0807342529297,8703.7509765625,8545.673828125
174,157.90267944335938,8706.3984375,8548.4951171875
175,157.82858276367188,8700.6650390625,8542.83984375
176,158.07693481445312,8692.76953125,8534.6923828125
177,157.87557983398438,8674.275390625,8516.3984375
178,158.04266357421875,8686.3955078125,8528.3603515625
179,157.95787048339844,8694.72265625,8536.765625
180,157.95936584472656,8674.619140625,8516.6611328125
181,158.21424865722656,8683.6630859375,8525.4482421875
182,158.115234375,8678.3681640625,8520.2470703125
183,158.1000213623047,8678.0380859375,8519.9365234375
184,158.15890502929688,8694.1552734375,8535.99609375
185,158.10972595214844,8665.6298828125,8507.5263671875
186,158.28155517578125,8672.77734375,8514.48828125
187,158.1128387451172,8678.65625,8520.548828125
188,158.0984649658203,8675.740234375,8517.6396484375
189,158.11634826660156,8677.345703125,8519.23046875
190,158.05653381347656,8659.640625,8501.583984375
191,158.18922424316406,8655.431640625,8497.2412109375
192,158.19602966308594,8655.9541015625,8497.7548828125
193,158.23895263671875,8678.0380859375,8519.8017578125
194,158.4407501220703,8653.6513671875,8495.2109375
195,158.4654083251953,8643.6884765625,8485.2294921875
196,158.36997985839844,8665.560546875,8507.189453125
197,158.25473022460938,8657.12109375,8498.87109375
198,158.3905792236328,8653.453125,8495.0625
199,158.28753662109375,8641.5517578125,8483.263671875
200,158.31744384765625,8648.234375,8489.9140625
201,158.41900634765625,8641.2548828125,8482.8359375
202,158.30917358398438,8651.1513671875,8492.8388671875
203,158.32955932617188,8633.94140625,8475.61328125
204,158.30018615722656,8632.7490234375,8474.439453125
205,158.38552856445312,8641.62890625,8483.2451171875
206,158.3828887939453,8629.298828125,8470.912109375
207,158.44517517089844,8625.7666015625,8467.322265625
208,158.47238159179688,8635.9951171875,8477.525390625
209,158.4717254638672,8626.6396484375,8468.16796875
210,158.6064453125,8622.59765625,8463.9951171875
211,158.5379180908203,8622.7939453125,8464.2568359375
212,158.61941528320312,8630.5888671875,8471.962890625
213,158.4036407470703,8621.1650390625,8462.7607421875
214,158.4917449951172,8620.681640625,8462.1884765625
215,158.37351989746094,8612.486328125,8454.1103515625
216,158.57473754882812,8617.361328125,8458.7880859375
217,158.58230590820312,8628.025390625,8469.4384765625
218,158.7360382080078,8599.7275390625,8440.994140625
219,158.65341186523438,8597.8564453125,8439.203125
220,158.46084594726562,8617.140625,8458.6845703125
221,158.4544219970703,8619.71875,8461.2568359375
222,158.36720275878906,8632.1083984375,8473.748046875
223,158.51084899902344,8608.8759765625,8450.3681640625
224,158.63294982910156,8614.083984375,8455.4541015625
225,158.7987823486328,8598.568359375,8439.7666015625
226,158.62730407714844,8598.251953125,8439.623046875
227,158.5776824951172,8608.505859375,8449.923828125
228,158.73660278320312,8592.927734375,8434.1904296875
229,158.71109008789062,8605.1591796875,8446.4501953125
230,158.6643829345703,8596.3876953125,8437.7265625
231,158.89553833007812,8592.4716796875,8433.5771484375
232,158.84947204589844,8599.1201171875,8440.271484375
233,158.67654418945312,8597.0712890625,8438.3916015625
234,158.5435028076172,8592.5849609375,8434.0419921875
235,158.64105224609375,8587.8779296875,8429.2373046875
236,158.58407592773438,8587.4384765625,8428.8505859375
237,158.70201110839844,8592.34375,8433.6455078125
238,158.74432373046875,8585.033203125,8426.291015625
239,158.60498046875,8588.5361328125,8429.9267578125
240,158.6978759765625,8582.58203125,8423.8896484375
241,158.86822509765625,8582.412109375,8423.53125
242,158.6842498779297,8587.5927734375,8428.9072265625
243,158.7182159423828,8584.4541015625,8425.7353515625
244,158.81968688964844,8590.0556640625,8431.236328125
245,158.82810974121094,8572.9453125,8414.1142578125
246,158.93020629882812,8568.3408203125,8409.41015625
247,158.9253692626953,8567.81640625,8408.8876953125
248,158.9908447265625,8579.6572265625,8420.66796875
249,158.7176513671875,8577.33984375,8418.623046875
250,158.77239990234375,8576.357421875,8417.5859375
251,158.6973876953125,8575.3896484375,8416.6904296875
252,158.9948272705078,8552.70703125,8393.7158203125
253,159.0930938720703,8566.7265625,8407.634765625
254,158.9256134033203,8557.708984375,8398.779296875
255,158.9375762939453,8570.58984375,8411.6552734375
256,159.00830078125,8567.6630859375,8408.6513671875
257,158.87924194335938,8563.0419921875,8404.166015625
258,158.90679931640625,8565.3720703125,8406.46875
259,158.8843994140625,8560.7666015625,8401.880859375
260,159.1484832763672,8561.62109375,8402.474609375
261,158.9961395263672,8562.4892578125,8403.5009765625
262,159.10491943359375,8546.4912109375,8387.38671875
263,158.93849182128906,8561.8779296875,8402.93359375
264,159.1822052001953,8560.46484375,8401.28125
265,158.9613037109375,8557.1474609375,8398.1884765625
266,159.0162353515625,8551.81640625,8392.8017578125
267,158.92538452148438,8551.234375,8392.3095703125
268,159.07269287109375,8537.6591796875,8378.58203125
269,159.0946502685547,8546.0869140625,8386.9951171875
270,159.00277709960938,8560.2841796875,8401.2763671875
271,159.16558837890625,8530.7021484375,8371.53125
272,159.17962646484375,8546.234375,8387.0556640625
273,159.1956024169922,8545.9443359375,8386.7470703125
274,159.29800415039062,8533.2958984375,8374.0
275,159.41522216796875,8542.765625,8383.3505859375
276,159.34640502929688,8532.8427734375,8373.498046875
277,159.10769653320312,8536.3544921875,8377.2529296875
278,159.41090393066406,8538.236328125,8378.828125
279,159.22052001953125,8544.546875,8385.326171875
280,159.2044677734375,8541.455078125,8382.248046875
281,159.05990600585938,8539.9833984375,8380.921875
282,159.28158569335938,8523.52734375,8364.24609375
283,159.1162109375,8535.4638671875,8376.3408203125
284,159.09164428710938,8534.326171875,8375.232421875
285,159.1995391845703,8538.53125,8379.3349609375
286,159.28814697265625,8527.251953125,8367.9599609375
287,159.29815673828125,8528.1953125,8368.896484375
288,159.3129119873047,8532.888671875,8373.576171875
289,159.21597290039062,8528.83984375,8369.6279296875
290,159.2538604736328,8517.669921875,8358.41796875
291,159.3177032470703,8514.0234375,8354.7080078125
292,159.21136474609375,8541.5380859375,8382.322265625
293,159.25982666015625,8519.51171875,8360.2548828125
294,159.2985382080078,8520.396484375,8361.09765625
295,159.288330078125,8521.2802734375,8361.9931640625
296,159.2275390625,8504.2880859375,8345.0556640625
297,159.31512451171875,8532.1455078125,8372.8408203125
298,159.24365234375,8531.189453125,8371.9482421875
299,159.47418212890625,8514.4384765625,8354.96484375
300,159.35128784179688,8504.7734375,8345.421875
301,159.416015625,8530.0986328125,8370.677734375
302,159.30711364746094,8538.6494140625,8379.333984375
303,159.4369659423828,8520.9404296875,8361.4990234375
304,159.525634765625,8516.2548828125,8356.736328125
305,159.46441650390625,8513.34765625,8353.88671875
306,159.44195556640625,8509.02734375,8349.587890625
307,159.48089599609375,8515.185546875,8355.7060546875
308,159.5275115966797,8496.447265625,8336.9169921875
309,159.6261444091797,8497.4716796875,8337.84375
310,159.58811950683594,8499.2861328125,8339.701171875
311,159.42657470703125,8518.8310546875,8359.40625
312,159.68296813964844,8504.8046875,8345.125
313,159.45082092285156,8512.97265625,8353.5205078125
314,159.50430297851562,8523.841796875,8364.3359375
315,159.6876983642578,8507.2568359375,8347.5673828125
316,159.62216186523438,8492.12890625,8332.501953125
317,159.53231811523438,8502.330078125,8342.796875
318,159.58314514160156,8492.6103515625,8333.02734375
319,159.81207275390625,8492.5478515625,8332.740234375
320,159.48667907714844,8502.27734375,8342.7939453125
321,159.6111602783203,8503.7060546875,8344.0927734375
322,159.60726928710938,8495.736328125,8336.134765625
323,159.51197814941406,8484.72265625,8325.203125
324,159.24111938476562,8502.3828125,8343.1328125
325,159.47702026367188,8496.671875,8337.193359375
326,159.5618896484375,8499.2294921875,8339.6611328125
327,159.62811279296875,8485.482421875,8325.8603515625
328,159.7409210205078,8474.8544921875,8315.11328125
329,159.77732849121094,8485.0517578125,8325.275390625
330,159.80743408203125,8481.3095703125,8321.5048828125
331,159.61424255371094,8486.587890625,8326.9697265625
332,159.64927673339844,8480.6640625,8321.0166015625
333,159.74490356445312,8487.6611328125,8327.919921875
334,159.41973876953125,8474.177734375,8314.7529296875
335,159.58375549316406,8483.1298828125,8323.544921875
336,159.87835693359375,8469.607421875,8309.728515625
337,159.90846252441406,8477.3837890625,8317.474609375
338,159.97540283203125,8470.171875,8310.2021484375
339,159.88143920898438,8482.578125,8322.6923828125
340,159.55062866210938,8473.9228515625,8314.373046875
341,159.6085662841797,8483.52734375,8323.919921875
342,159.6013946533203,8483.435546875,8323.833984375
343,159.86846923828125,8465.68359375,8305.8076171875
344,159.76748657226562,8480.5048828125,8320.7353515625
345,159.8911895751953,8463.845703125,8303.9638671875
346,159.79933166503906,8469.916015625,8310.11328125
347,159.8766632080078,8474.529296875,8314.654296875
348,159.97671508789062,8466.7509765625,8306.771484375
349,159.8571319580078,8476.90234375,8317.0498046875
350,159.93280029296875,8481.345703125,8321.4150390625
351,159.9832305908203,8458.0390625,8298.0537109375
352,159.85630798339844,8460.875,8301.01953125
353,159.68373107910156,8465.369140625,8305.6875
354,160.0515594482422,8449.015625,8288.962890625
355,159.94052124023438,8466.314453125,8306.3720703125
356,160.08094787597656,8472.4296875,8312.3505859375
357,160.01004028320312,8461.4609375,8301.451171875
358,159.64031982421875,8496.3310546875,8336.6904296875
359,159.79342651367188,8462.05859375,8302.271484375
360,160.0030975341797,8464.478515625,8304.47265625
361,160.04876708984375,8458.3056640625,8298.255859375
362,160.0504913330078,8451.9951171875,8291.9521484375
363,159.9633026123047,8451.2724609375,8291.30859375
364,159.86453247070312,8458.17578125,8298.314453125
365,160.35525512695312,8466.5498046875,8306.19140625
366,160.128173828125,8454.3486328125,8294.22265625
367,160.27566528320312,8439.515625,8279.2421875
368,160.0975799560547,8455.525390625,8295.42578125
369,160.18307495117188,8444.2216796875,8284.0361328125
370,159.96348571777344,8452.583984375,8292.623046875
371,160.15830993652344,8451.0078125,8290.849609375
372,159.99658203125,8449.5390625,8289.5458984375
373,160.1103515625,8448.064453125,8287.953125
374,160.19100952148438,8456.203125,8296.009765625
375,160.00062561035156,8452.634765625,8292.6328125
376,160.16448974609375,8442.0439453125,8281.880859375
377,160.1508026123047,8439.9951171875,8279.8447265625
378,160.13775634765625,8443.912109375,8283.7705078125
379,160.29608154296875,8439.8330078125,8279.5380859375
380,160.18948364257812,8470.0478515625,8309.857421875
381,160.24090576171875,8448.177734375,8287.93359375
382,160.12228393554688,8456.4130859375,8296.2939453125
383,160.27857971191406,8444.4921875,8284.21875
384,160.09115600585938,8429.6796875,8269.587890625
385,160.15382385253906,8438.9541015625,8278.80078125
386,160.30679321289062,8436.6494140625,8276.3447265625
387,160.24188232421875,8449.73046875,8289.4951171875
388,160.3546905517578,8438.2861328125,8277.9267578125
389,160.31727600097656,8436.6103515625,8276.296875
390,160.22206115722656,8432.4833984375,8272.2578125
391,160.22213745117188,8447.2578125,8287.0341796875
392,160.4607391357422,8449.0966796875,8288.634765625
393,160.43446350097656,8429.025390625,8268.58984375
394,160.34713745117188,8425.3974609375,8265.052734375
